"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0070661","leukocyte proliferation","3/10","261/18842",0.0114942528735632,21.6574712643678,7.74402277125083,0.000293398630197433,0.00143280327294488,0.000272227597524673,"596/3553/3569",3
"BP","GO:0031100","animal organ regeneration","2/10","49/18842",0.0408163265306122,76.9061224489796,12.2597197301664,0.000294197643566514,0.00143280327294488,0.000272227597524673,"7124/3569",2
"BP","GO:0048708","astrocyte differentiation","2/10","49/18842",0.0408163265306122,76.9061224489796,12.2597197301664,0.000294197643566514,0.00143280327294488,0.000272227597524673,"7124/3569",2
"BP","GO:2000772","regulation of cellular senescence","2/10","49/18842",0.0408163265306122,76.9061224489796,12.2597197301664,0.000294197643566514,0.00143280327294488,0.000272227597524673,"7157/5728",2
"BP","GO:0006984","ER-nucleus signaling pathway","2/10","50/18842",0.04,75.368,12.1335631377549,0.000306369107985642,0.00147248705406683,0.000279767376780844,"207/7157",2
"BP","GO:0021766","hippocampus development","2/10","50/18842",0.04,75.368,12.1335631377549,0.000306369107985642,0.00147248705406683,0.000279767376780844,"836/5728",2
"BP","GO:0046324","regulation of D-glucose import across plasma membrane","2/10","50/18842",0.04,75.368,12.1335631377549,0.000306369107985642,0.00147248705406683,0.000279767376780844,"207/7124",2
"BP","GO:0044843","cell cycle G1/S phase transition","3/10","265/18842",0.0113207547169811,21.3305660377358,7.68048010918035,0.000306805297758321,0.00147248705406683,0.000279767376780844,"207/7157/5728",3
"BP","GO:1901888","regulation of cell junction assembly","3/10","265/18842",0.0113207547169811,21.3305660377358,7.68048010918035,0.000306805297758321,0.00147248705406683,0.000279767376780844,"7124/3553/5728",3
"BP","GO:0046879","hormone secretion","3/10","268/18842",0.0111940298507463,21.0917910447761,7.63373502893626,0.000317117054839575,0.00151239040098845,0.000287348872769013,"7124/3553/3569",3
"BP","GO:1904951","positive regulation of establishment of protein localization","3/10","268/18842",0.0111940298507463,21.0917910447761,7.63373502893626,0.000317117054839575,0.00151239040098845,0.000287348872769013,"207/7124/3553",3
"BP","GO:1902003","regulation of amyloid-beta formation","2/10","51/18842",0.0392156862745098,73.8901960784314,12.0111063486412,0.000318783682340388,0.00151239040098845,0.000287348872769013,"7124/836",2
"BP","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","2/10","51/18842",0.0392156862745098,73.8901960784314,12.0111063486412,0.000318783682340388,0.00151239040098845,0.000287348872769013,"7124/4318",2
"BP","GO:0034976","response to endoplasmic reticulum stress","3/10","269/18842",0.0111524163568773,21.0133828996283,7.61832274184129,0.000320603631848056,0.00151666646470241,0.00028816130988002,"207/7157/596",3
"BP","GO:0001885","endothelial cell development","2/10","52/18842",0.0384615384615385,72.4692307692308,11.8921708954854,0.000331441157147865,0.00155900099843625,0.000296204722837198,"7124/3553",2
"BP","GO:0051785","positive regulation of nuclear division","2/10","52/18842",0.0384615384615385,72.4692307692308,11.8921708954854,0.000331441157147865,0.00155900099843625,0.000296204722837198,"7124/3553",2
"BP","GO:0002366","leukocyte activation involved in immune response","3/10","274/18842",0.0109489051094891,20.6299270072993,7.54249714446551,0.000338409969485926,0.00158725812392404,0.000301573477592123,"7124/3553/3569",3
"BP","GO:0031016","pancreas development","2/10","53/18842",0.0377358490566038,71.1018867924528,11.7765901452859,0.000344341323042709,0.00160142964603806,0.000304266017099265,"207/3569",2
"BP","GO:0045599","negative regulation of fat cell differentiation","2/10","53/18842",0.0377358490566038,71.1018867924528,11.7765901452859,0.000344341323042709,0.00160142964603806,0.000304266017099265,"7124/3569",2
"BP","GO:0070227","lymphocyte apoptotic process","2/10","53/18842",0.0377358490566038,71.1018867924528,11.7765901452859,0.000344341323042709,0.00160142964603806,0.000304266017099265,"207/7157",2
"BP","GO:0002263","cell activation involved in immune response","3/10","279/18842",0.010752688172043,20.2602150537634,7.46866368185147,0.000356845861589668,0.0016532381953862,0.000314109459801133,"7124/3553/3569",3
"BP","GO:0002637","regulation of immunoglobulin production","2/10","54/18842",0.037037037037037,69.7851851851852,11.6642083088841,0.000357483970777028,0.0016532381953862,0.000314109459801133,"7124/3569",2
"BP","GO:0009914","hormone transport","3/10","281/18842",0.0106761565836299,20.1160142348754,7.43966828369813,0.000364398663496556,0.00168050892020339,0.000319290801887603,"7124/3553/3569",3
"BP","GO:0050805","negative regulation of synaptic transmission","2/10","55/18842",0.0363636363636364,68.5163636363636,11.5548795499574,0.000370868891220353,0.00170558367522229,0.000324054917412887,"3553/5728",2
"BP","GO:0008544","epidermis development","3/10","287/18842",0.0104529616724739,19.6954703832753,7.3544570775504,0.000387676893312892,0.00177792930794329,0.000337800333939304,"7124/836/596",3
"BP","GO:0045668","negative regulation of osteoblast differentiation","2/10","57/18842",0.0350877192982456,66.1122807017544,11.3448429425308,0.000398364714298962,0.0018019182008427,0.000342358139469619,"7124/5728",2
"BP","GO:0046824","positive regulation of nucleocytoplasmic transport","2/10","57/18842",0.0350877192982456,66.1122807017544,11.3448429425308,0.000398364714298962,0.0018019182008427,0.000342358139469619,"207/3553",2
"BP","GO:0048010","vascular endothelial growth factor receptor signaling pathway","2/10","57/18842",0.0350877192982456,66.1122807017544,11.3448429425308,0.000398364714298962,0.0018019182008427,0.000342358139469619,"3553/3091",2
"BP","GO:1901224","positive regulation of non-canonical NF-kappaB signal transduction","2/10","57/18842",0.0350877192982456,66.1122807017544,11.3448429425308,0.000398364714298962,0.0018019182008427,0.000342358139469619,"7124/3553",2
"BP","GO:1904645","response to amyloid-beta","2/10","57/18842",0.0350877192982456,66.1122807017544,11.3448429425308,0.000398364714298962,0.0018019182008427,0.000342358139469619,"7124/4318",2
"BP","GO:0043542","endothelial cell migration","3/10","290/18842",0.0103448275862069,19.491724137931,7.31281840744958,0.0003996684531161,0.00180287600025869,0.000342540117999994,"207/7124/3091",3
"BP","GO:0033619","membrane protein proteolysis","2/10","58/18842",0.0344827586206897,64.9724137931035,11.2438863378553,0.00041247519925997,0.00184551911647211,0.000350642160546201,"7124/3553",2
"BP","GO:0043470","regulation of carbohydrate catabolic process","2/10","58/18842",0.0344827586206897,64.9724137931035,11.2438863378553,0.00041247519925997,0.00184551911647211,0.000350642160546201,"7157/3091",2
"BP","GO:0097300","programmed necrotic cell death","2/10","58/18842",0.0344827586206897,64.9724137931035,11.2438863378553,0.00041247519925997,0.00184551911647211,0.000350642160546201,"7157/7124",2
"BP","GO:0006959","humoral immune response","3/10","296/18842",0.0101351351351351,19.0966216216216,7.23139335386059,0.000424366752224298,0.00188420207949407,0.000357991787872889,"596/3553/3569",3
"BP","GO:0010718","positive regulation of epithelial to mesenchymal transition","2/10","59/18842",0.0338983050847458,63.871186440678,11.1454840472651,0.000426827121581334,0.00188420207949407,0.000357991787872889,"3553/3569",2
"BP","GO:0034205","amyloid-beta formation","2/10","59/18842",0.0338983050847458,63.871186440678,11.1454840472651,0.000426827121581334,0.00188420207949407,0.000357991787872889,"7124/836",2
"BP","GO:0061756","leukocyte adhesion to vascular endothelial cell","2/10","59/18842",0.0338983050847458,63.871186440678,11.1454840472651,0.000426827121581334,0.00188420207949407,0.000357991787872889,"7124/3569",2
"BP","GO:1902991","regulation of amyloid precursor protein catabolic process","2/10","59/18842",0.0338983050847458,63.871186440678,11.1454840472651,0.000426827121581334,0.00188420207949407,0.000357991787872889,"7124/836",2
"BP","GO:0034113","heterotypic cell-cell adhesion","2/10","60/18842",0.0333333333333333,62.8066666666667,11.0495293834691,0.00044142027271895,0.00193825763366752,0.000368262153612114,"7124/3553",2
"BP","GO:0034394","protein localization to cell surface","2/10","60/18842",0.0333333333333333,62.8066666666667,11.0495293834691,0.00044142027271895,0.00193825763366752,0.000368262153612114,"207/7124",2
"BP","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","2/10","62/18842",0.032258064516129,60.7806451612903,10.864566450347,0.000471329427852067,0.00205863726292001,0.000391133861041259,"207/3091",2
"BP","GO:0043525","positive regulation of neuron apoptotic process","2/10","62/18842",0.032258064516129,60.7806451612903,10.864566450347,0.000471329427852067,0.00205863726292001,0.000391133861041259,"7124/836",2
"BP","GO:0010038","response to metal ion","3/10","308/18842",0.00974025974025974,18.3525974025974,7.07553073447341,0.00047668118471745,0.00207651882841296,0.000394531295780587,"836/596/3091",3
"BP","GO:0032731","positive regulation of interleukin-1 beta production","2/10","63/18842",0.0317460317460317,59.815873015873,10.7753737665817,0.000486645015344767,0.00210327466056076,0.000399614810065419,"7124/3569",2
"BP","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","2/10","63/18842",0.0317460317460317,59.815873015873,10.7753737665817,0.000486645015344767,0.00210327466056076,0.000399614810065419,"7157/596",2
"BP","GO:0071479","cellular response to ionizing radiation","2/10","63/18842",0.0317460317460317,59.815873015873,10.7753737665817,0.000486645015344767,0.00210327466056076,0.000399614810065419,"7157/7124",2
"BP","GO:0045787","positive regulation of cell cycle","3/10","312/18842",0.00961538461538462,18.1173076923077,7.02552521435562,0.000495001456728648,0.00212824845067447,0.000404359742612766,"207/7124/3553",3
"BP","GO:0050678","regulation of epithelial cell proliferation","3/10","312/18842",0.00961538461538462,18.1173076923077,7.02552521435562,0.000495001456728648,0.00212824845067447,0.000404359742612766,"207/7124/3091",3
"BP","GO:0014823","response to activity","2/10","64/18842",0.03125,58.88125,10.6882590994854,0.000502200998648016,0.00214801515224838,0.00040811534659697,"7124/3569",2
"BP","GO:1903078","positive regulation of protein localization to plasma membrane","2/10","64/18842",0.03125,58.88125,10.6882590994854,0.000502200998648016,0.00214801515224838,0.00040811534659697,"207/7124",2
"BP","GO:0002009","morphogenesis of an epithelium","3/10","316/18842",0.00949367088607595,17.8879746835443,6.97644271889824,0.000513770717344683,0.00219182287942137,0.000416438661141617,"7124/596/5728",3
"BP","GO:0050871","positive regulation of B cell activation","2/10","65/18842",0.0307692307692308,57.9753846153846,10.6031423706371,0.000517997169802815,0.0021951261673247,0.000417066274259785,"596/3569",2
"BP","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","2/10","65/18842",0.0307692307692308,57.9753846153846,10.6031423706371,0.000517997169802815,0.0021951261673247,0.000417066274259785,"7157/5728",2
"BP","GO:0048545","response to steroid hormone","3/10","317/18842",0.00946372239747634,17.8315457413249,6.96431291853504,0.000518533740312921,0.0021951261673247,0.000417066274259785,"7124/836/3569",3
"BP","GO:0002711","positive regulation of T cell mediated immunity","2/10","66/18842",0.0303030303030303,57.0969696969697,10.5199477609357,0.000534033320967049,0.00224348349342646,0.000426253996647062,"3553/3569",2
"BP","GO:0042303","molting cycle","2/10","66/18842",0.0303030303030303,57.0969696969697,10.5199477609357,0.000534033320967049,0.00224348349342646,0.000426253996647062,"7124/596",2
"BP","GO:0042633","hair cycle","2/10","66/18842",0.0303030303030303,57.0969696969697,10.5199477609357,0.000534033320967049,0.00224348349342646,0.000426253996647062,"7124/596",2
"BP","GO:0009306","protein secretion","3/10","323/18842",0.00928792569659443,17.5003095975232,6.89268355500746,0.000547711476568844,0.00229510570511462,0.000436062035846956,"7124/3553/3569",3
"BP","GO:0035592","establishment of protein localization to extracellular region","3/10","326/18842",0.00920245398773006,17.339263803681,6.85758896790809,0.000562689089085853,0.0023459588032342,0.000445723946165827,"7124/3553/3569",3
"BP","GO:0071692","protein localization to extracellular region","3/10","326/18842",0.00920245398773006,17.339263803681,6.85758896790809,0.000562689089085853,0.0023459588032342,0.000445723946165827,"7124/3553/3569",3
"BP","GO:0002720","positive regulation of cytokine production involved in immune response","2/10","68/18842",0.0294117647058824,55.4176470588235,10.359041220311,0.000566824732539379,0.00235132571211687,0.000446743640033682,"3553/3569",2
"BP","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","2/10","68/18842",0.0294117647058824,55.4176470588235,10.359041220311,0.000566824732539379,0.00235132571211687,0.000446743640033682,"7157/596",2
"BP","GO:0045862","positive regulation of proteolysis","2/10","69/18842",0.0289855072463768,54.6144927536232,10.2811964788304,0.000583579577847146,0.00240872470756409,0.000457649247890657,"7124/3553",2
"BP","GO:0120193","tight junction organization","2/10","69/18842",0.0289855072463768,54.6144927536232,10.2811964788304,0.000583579577847146,0.00240872470756409,0.000457649247890657,"7124/3553",2
"BP","GO:0019216","regulation of lipid metabolic process","3/10","331/18842",0.00906344410876133,17.0773413897281,6.80012729062372,0.000588234480282195,0.00242188310959078,0.00046014929813386,"207/7124/3553",3
"BP","GO:0015849","organic acid transport","3/10","332/18842",0.00903614457831325,17.0259036144578,6.7887858766578,0.000593431615168928,0.0024311553266598,0.000461910986862584,"207/7124/3553",3
"BP","GO:0046942","carboxylic acid transport","3/10","332/18842",0.00903614457831325,17.0259036144578,6.7887858766578,0.000593431615168928,0.0024311553266598,0.000461910986862584,"207/7124/3553",3
"BP","GO:0021761","limbic system development","2/10","70/18842",0.0285714285714286,53.8342857142857,10.2050077692365,0.000600573572963581,0.00245432418060117,0.00046631298786646,"836/5728",2
"BP","GO:0050435","amyloid-beta metabolic process","2/10","71/18842",0.028169014084507,53.0760563380282,10.1304166979134,0.000617806510630178,0.00250613894115583,0.000476157610675787,"7124/836",2
"BP","GO:0061045","negative regulation of wound healing","2/10","71/18842",0.028169014084507,53.0760563380282,10.1304166979134,0.000617806510630178,0.00250613894115583,0.000476157610675787,"7124/5728",2
"BP","GO:0071346","cellular response to type II interferon","2/10","71/18842",0.028169014084507,53.0760563380282,10.1304166979134,0.000617806510630178,0.00250613894115583,0.000476157610675787,"7157/7124",2
"BP","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","2/10","72/18842",0.0277777777777778,52.3388888888889,10.0573677171851,0.000635278183704996,0.00254573854683725,0.000483681396893431,"7124/596",2
"BP","GO:0042987","amyloid precursor protein catabolic process","2/10","72/18842",0.0277777777777778,52.3388888888889,10.0573677171851,0.000635278183704996,0.00254573854683725,0.000483681396893431,"7124/836",2
"BP","GO:0098704","carbohydrate import across plasma membrane","2/10","72/18842",0.0277777777777778,52.3388888888889,10.0573677171851,0.000635278183704996,0.00254573854683725,0.000483681396893431,"207/7124",2
"BP","GO:0098708","D-glucose import across plasma membrane","2/10","72/18842",0.0277777777777778,52.3388888888889,10.0573677171851,0.000635278183704996,0.00254573854683725,0.000483681396893431,"207/7124",2
"BP","GO:0140271","hexose import across plasma membrane","2/10","72/18842",0.0277777777777778,52.3388888888889,10.0573677171851,0.000635278183704996,0.00254573854683725,0.000483681396893431,"207/7124",2
"BP","GO:0006970","response to osmotic stress","2/10","73/18842",0.0273972602739726,51.6219178082192,9.9858079493603,0.00065298838516263,0.00259779234675542,0.000493571436343598,"7124/836",2
"BP","GO:0022617","extracellular matrix disassembly","2/10","73/18842",0.0273972602739726,51.6219178082192,9.9858079493603,0.00065298838516263,0.00259779234675542,0.000493571436343598,"4318/3569",2
"BP","GO:1902807","negative regulation of cell cycle G1/S phase transition","2/10","73/18842",0.0273972602739726,51.6219178082192,9.9858079493603,0.00065298838516263,0.00259779234675542,0.000493571436343598,"7157/5728",2
"BP","GO:1901990","regulation of mitotic cell cycle phase transition","3/10","345/18842",0.00869565217391304,16.384347826087,6.64571544246855,0.000663706808510517,0.00263408639627611,0.000500467178482121,"207/7157/5728",3
"BP","GO:0031401","positive regulation of protein modification process","3/10","346/18842",0.00867052023121387,16.3369942196532,6.63503391272742,0.000669323738432276,0.00263742103634147,0.000501100748401134,"207/4318/3569",3
"BP","GO:0050863","regulation of T cell activation","3/10","346/18842",0.00867052023121387,16.3369942196532,6.63503391272742,0.000669323738432276,0.00263742103634147,0.000501100748401134,"207/3553/3569",3
"BP","GO:0032732","positive regulation of interleukin-1 production","2/10","74/18842",0.027027027027027,50.9243243243243,9.91568702389675,0.000670936908094136,0.00263742103634147,0.000501100748401134,"7124/3569",2
"BP","GO:0098773","skin epidermis development","2/10","74/18842",0.027027027027027,50.9243243243243,9.91568702389675,0.000670936908094136,0.00263742103634147,0.000501100748401134,"7124/596",2
"BP","GO:0002697","regulation of immune effector process","3/10","347/18842",0.00864553314121038,16.2899135446686,6.6243969928345,0.000674971186779672,0.00264070480894132,0.000501724653680076,"7124/3553/3569",3
"BP","GO:0016042","lipid catabolic process","3/10","347/18842",0.00864553314121038,16.2899135446686,6.6243969928345,0.000674971186779672,0.00264070480894132,0.000501724653680076,"207/7124/3553",3
"BP","GO:0001776","leukocyte homeostasis","2/10","75/18842",0.0266666666666667,50.2453333333333,9.84695692654241,0.000689123545707005,0.00268969970203845,0.00051103351156075,"207/3569",2
"BP","GO:0050900","leukocyte migration","3/10","352/18842",0.00852272727272727,16.0585227272727,6.57187049936681,0.000703668671308774,0.00273999286870468,0.000520589036866968,"207/7124/3569",3
"BP","GO:0045913","positive regulation of carbohydrate metabolic process","2/10","76/18842",0.0263157894736842,49.5842105263158,9.77957185942752,0.00070754809132509,0.00274216408163785,0.000521001559710593,"207/3091",2
"BP","GO:1904377","positive regulation of protein localization to cell periphery","2/10","76/18842",0.0263157894736842,49.5842105263158,9.77957185942752,0.00070754809132509,0.00274216408163785,0.000521001559710593,"207/7124",2
"BP","GO:0035270","endocrine system development","2/10","77/18842",0.025974025974026,48.9402597402597,9.71348811117948,0.000726210338388581,0.00280133941280268,0.000532244665124932,"207/3569",2
"BP","GO:0045069","regulation of viral genome replication","2/10","77/18842",0.025974025974026,48.9402597402597,9.71348811117948,0.000726210338388581,0.00280133941280268,0.000532244665124932,"7124/596",2
"BP","GO:0010506","regulation of autophagy","3/10","358/18842",0.00837988826815642,15.7893854748603,6.51024622058365,0.000739127447842743,0.00284452078412207,0.000540448974253803,"207/836/596",3
"BP","GO:0010720","positive regulation of cell development","3/10","362/18842",0.00828729281767956,15.6149171270718,6.46998704275854,0.000763392879763326,0.00292754519856384,0.000556223321860451,"7124/3553/3569",3
"BP","GO:0034644","cellular response to UV","2/10","79/18842",0.0253164556962025,47.7012658227848,9.58505944250755,0.000764247111193831,0.00292754519856384,0.000556223321860451,"7157/4318",2
"BP","GO:0030336","negative regulation of cell migration","3/10","365/18842",0.00821917808219178,15.4865753424658,6.44021230457903,0.000781923889142059,0.00298789524591147,0.000567689619230207,"207/7124/5728",3
"BP","GO:0043536","positive regulation of blood vessel endothelial cell migration","2/10","80/18842",0.025,47.105,9.5226364869751,0.000783621224397133,0.00298789524591147,0.000567689619230207,"207/3091",2
"BP","GO:0001558","regulation of cell growth","3/10","367/18842",0.00817438692098093,15.4021798365123,6.42055824625043,0.000794436994827977,0.00302215548032486,0.000574198943630214,"207/7157/596",3
"BP","GO:2000278","regulation of DNA biosynthetic process","2/10","81/18842",0.0246913580246914,46.5234567901235,9.46135857814582,0.000803232213968821,0.0030485893914081,0.000579221294041642,"7157/7124",2
"BP","GO:0006140","regulation of nucleotide metabolic process","2/10","82/18842",0.024390243902439,45.9560975609756,9.40119078525514,0.000823079873929956,0.00308842016331445,0.000586789001031404,"7157/3091",2
"BP","GO:0007626","locomotory behavior","2/10","82/18842",0.024390243902439,45.9560975609756,9.40119078525514,0.000823079873929956,0.00308842016331445,0.000586789001031404,"836/5728",2
"BP","GO:0019915","lipid storage","2/10","82/18842",0.024390243902439,45.9560975609756,9.40119078525514,0.000823079873929956,0.00308842016331445,0.000586789001031404,"7124/3569",2
"BP","GO:0098586","cellular response to virus","2/10","82/18842",0.024390243902439,45.9560975609756,9.40119078525514,0.000823079873929956,0.00308842016331445,0.000586789001031404,"3091/3569",2
"BP","GO:1900542","regulation of purine nucleotide metabolic process","2/10","82/18842",0.024390243902439,45.9560975609756,9.40119078525514,0.000823079873929956,0.00308842016331445,0.000586789001031404,"7157/3091",2
"BP","GO:0042542","response to hydrogen peroxide","2/10","83/18842",0.0240963855421687,45.4024096385542,9.3420996534283,0.00084316399841762,0.00315660716867912,0.000599744292942955,"836/3569",2
"BP","GO:2000146","negative regulation of cell motility","3/10","380/18842",0.00789473684210526,14.8752631578947,6.29647387458361,0.000878914679949859,0.00328300483393035,0.000623759406108735,"207/7124/5728",3
"BP","GO:0045786","negative regulation of cell cycle","3/10","382/18842",0.00785340314136126,14.7973821989529,6.27792726779299,0.000892400488771488,0.00332585374031992,0.000631900548066778,"7157/7124/5728",3
"BP","GO:0015980","energy derivation by oxidation of organic compounds","3/10","383/18842",0.00783289817232376,14.7587467362924,6.26870641158789,0.00089919285805517,0.00333610653629008,0.000633848543348175,"207/7124/3091",3
"BP","GO:0016032","viral process","3/10","383/18842",0.00783289817232376,14.7587467362924,6.26870641158789,0.00089919285805517,0.00333610653629008,0.000633848543348175,"7157/7124/596",3
"BP","GO:0002377","immunoglobulin production","2/10","86/18842",0.0232558139534884,43.8186046511628,9.17097218513952,0.000904833102150011,0.00334201219608427,0.000634970598000008,"7124/3569",2
"BP","GO:1905477","positive regulation of protein localization to membrane","2/10","86/18842",0.0232558139534884,43.8186046511628,9.17097218513952,0.000904833102150011,0.00334201219608427,0.000634970598000008,"207/7124",2
"BP","GO:0042102","positive regulation of T cell proliferation","2/10","87/18842",0.0229885057471264,43.3149425287356,9.11587999791073,0.000925861028433441,0.00340444667693454,0.000646832930425895,"3553/3569",2
"BP","GO:0170062","nutrient storage","2/10","87/18842",0.0229885057471264,43.3149425287356,9.11587999791073,0.000925861028433441,0.00340444667693454,0.000646832930425895,"7124/3569",2
"BP","GO:0040013","negative regulation of locomotion","3/10","389/18842",0.0077120822622108,14.5311053984576,6.21410144402795,0.000940643807505038,0.00345111761375737,0.000655700244763746,"207/7124/5728",3
"BP","GO:0018193","peptidyl-amino acid modification","3/10","391/18842",0.00767263427109974,14.4567774936061,6.19616890250419,0.000954727816615368,0.00349502355927267,0.000664042220449013,"207/3569/5728",3
"BP","GO:0010507","negative regulation of autophagy","2/10","89/18842",0.0224719101123595,42.3415730337079,9.00845629571084,0.000968622986684343,0.00353804546684923,0.00067221623202593,"207/596",2
"BP","GO:0002275","myeloid cell activation involved in immune response","2/10","90/18842",0.0222222222222222,41.8711111111111,8.95607360344114,0.000990356608431891,0.00360149506722699,0.000684271433602373,"7124/3553",2
"BP","GO:0090316","positive regulation of intracellular protein transport","2/10","90/18842",0.0222222222222222,41.8711111111111,8.95607360344114,0.000990356608431891,0.00360149506722699,0.000684271433602373,"207/3553",2
"BP","GO:0001889","liver development","2/10","92/18842",0.0217391304347826,40.9608695652174,8.85384591815544,0.00103452811248868,0.00373743088341096,0.000710098761998449,"7124/3569",2
"BP","GO:0090398","cellular senescence","2/10","92/18842",0.0217391304347826,40.9608695652174,8.85384591815544,0.00103452811248868,0.00373743088341096,0.000710098761998449,"7157/5728",2
"BP","GO:1903035","negative regulation of response to wounding","2/10","92/18842",0.0217391304347826,40.9608695652174,8.85384591815544,0.00103452811248868,0.00373743088341096,0.000710098761998449,"7124/5728",2
"BP","GO:0061008","hepaticobiliary system development","2/10","93/18842",0.021505376344086,40.5204301075269,8.80395540860126,0.00105696558527163,0.00381015323424336,0.000723915753645013,"7124/3569",2
"BP","GO:0048729","tissue morphogenesis","3/10","408/18842",0.00735294117647059,13.8544117647059,6.04889783686296,0.0010799215923391,0.0038844238539256,0.000738026910943817,"7124/596/5728",3
"BP","GO:0046330","positive regulation of JNK cascade","2/10","96/18842",0.0208333333333333,39.2541666666667,8.65892160871978,0.00112568243190602,0.00404022107625401,0.0007676278368604,"7124/3553",2
"BP","GO:0032102","negative regulation of response to external stimulus","3/10","416/18842",0.00721153846153846,13.5879807692308,5.982613611005,0.00114228821873101,0.00408855742539842,0.000776811573699339,"7124/3553/5728",3
"BP","GO:0045639","positive regulation of myeloid cell differentiation","2/10","97/18842",0.0206185567010309,38.8494845360825,8.61205641518978,0.00114905550901567,0.00408855742539842,0.000776811573699339,"7124/3091",2
"BP","GO:0050905","neuromuscular process","2/10","97/18842",0.0206185567010309,38.8494845360825,8.61205641518978,0.00114905550901567,0.00408855742539842,0.000776811573699339,"7124/5728",2
"BP","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","2/10","97/18842",0.0206185567010309,38.8494845360825,8.61205641518978,0.00114905550901567,0.00408855742539842,0.000776811573699339,"207/5728",2
"BP","GO:0042982","amyloid precursor protein metabolic process","2/10","98/18842",0.0204081632653061,38.4530612244898,8.56589945886766,0.00117266197659754,0.00415464575828871,0.000789368125200062,"7124/836",2
"BP","GO:0046822","regulation of nucleocytoplasmic transport","2/10","98/18842",0.0204081632653061,38.4530612244898,8.56589945886766,0.00117266197659754,0.00415464575828871,0.000789368125200062,"207/3553",2
"BP","GO:0000280","nuclear division","3/10","422/18842",0.00710900473933649,13.3947867298578,5.93409128833084,0.00119054106729928,0.0042089578203664,0.00079968722654161,"7124/3553/5728",3
"BP","GO:1901222","regulation of non-canonical NF-kappaB signal transduction","2/10","99/18842",0.0202020202020202,38.0646464646465,8.52043286314252,0.00119650163063841,0.00422099186364104,0.000801973652564653,"7124/3553",2
"BP","GO:0001938","positive regulation of endothelial cell proliferation","2/10","100/18842",0.02,37.684,8.47563937784869,0.0012205742672402,0.00428759173449697,0.000814627394485064,"207/3091",2
"BP","GO:0002709","regulation of T cell mediated immunity","2/10","100/18842",0.02,37.684,8.47563937784869,0.0012205742672402,0.00428759173449697,0.000814627394485064,"3553/3569",2
"BP","GO:0016049","cell growth","3/10","426/18842",0.00704225352112676,13.269014084507,5.90229026338154,0.00122342105219847,0.00428846742500991,0.000814793772611784,"207/7157/596",3
"BP","GO:0043410","positive regulation of MAPK cascade","3/10","428/18842",0.00700934579439252,13.2070093457944,5.88655009440873,0.00124007599297795,0.00433763869577669,0.000824136141631199,"7124/3553/3569",3
"BP","GO:0060079","excitatory postsynaptic potential","2/10","101/18842",0.0198019801980198,37.3108910891089,8.43150235130527,0.00124487968262003,0.00434523542495912,0.000825579493536816,"207/5728",2
"BP","GO:0023061","signal release","3/10","430/18842",0.00697674418604651,13.1455813953488,5.87091517438894,0.00125687490596147,0.00437784909228353,0.000831775975963845,"7124/3553/3569",3
"BP","GO:0043200","response to amino acid","2/10","102/18842",0.0196078431372549,36.9450980392157,8.3880057038662,0.00126941767311004,0.00441222858590459,0.000838307959195109,"7124/836",2
"BP","GO:0044772","mitotic cell cycle phase transition","3/10","434/18842",0.00691244239631336,13.0244239631336,5.83995626036939,0.0012909066598181,0.00447749347764638,0.000850708059765132,"207/7157/5728",3
"BP","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","2/10","103/18842",0.0194174757281553,36.5864077669903,8.34513390288575,0.00129418803515745,0.00447946424747368,0.000851082499121525,"3553/3569",2
"BP","GO:0045446","endothelial cell differentiation","2/10","104/18842",0.0192307692307692,36.2346153846154,8.30287193901032,0.00131919056532444,0.0045469386708782,0.000863902402959421,"7124/3553",2
"BP","GO:0071482","cellular response to light stimulus","2/10","104/18842",0.0192307692307692,36.2346153846154,8.30287193901032,0.00131919056532444,0.0045469386708782,0.000863902402959421,"7157/4318",2
"BP","GO:1903131","mononuclear cell differentiation","3/10","439/18842",0.00683371298405467,12.8760820045558,5.80182849700902,0.00133426512808541,0.00458931609681043,0.000871953965283885,"4318/3553/3569",3
"BP","GO:0015711","organic anion transport","3/10","440/18842",0.00681818181818182,12.8468181818182,5.79427762898207,0.00134304661476026,0.0046050742210285,0.000874947953627143,"207/7124/3553",3
"BP","GO:0001960","negative regulation of cytokine-mediated signaling pathway","2/10","105/18842",0.019047619047619,35.8895238095238,8.2612053037147,0.00134442506028815,0.0046050742210285,0.000874947953627143,"3553/3569",2
"BP","GO:0050864","regulation of B cell activation","2/10","107/18842",0.0186915887850467,35.218691588785,8.17960236222415,0.00139558913188864,0.00477042993115557,0.000906364958707233,"596/3569",2
