Mol ID,Molecule Name,Target Name
MOL008206,Moslosooflavone,AR
MOL008206,Moslosooflavone,SCN5A
MOL008206,Moslosooflavone,PPARG
MOL008206,Moslosooflavone,PTGS2
MOL008206,Moslosooflavone,RXRA
MOL008206,Moslosooflavone,ESR2
MOL008206,Moslosooflavone,GABRA1
MOL008206,Moslosooflavone,DPP4
MOL008206,Moslosooflavone,MAPK14
MOL008206,Moslosooflavone,GSK3B
MOL008206,Moslosooflavone,HSP90AA1 / HSP90AB1
MOL008206,Moslosooflavone,CDK2
MOL008206,Moslosooflavone,PIK3CG
MOL008206,Moslosooflavone,CHEK1
MOL008206,Moslosooflavone,PRKACA
MOL008206,Moslosooflavone,PRSS1
MOL008206,Moslosooflavone,NCOA1
MOL008206,Moslosooflavone,KCNMA1
MOL008206,Moslosooflavone,CALM1
MOL008206,Moslosooflavone,ADRA1B
MOL008206,Moslosooflavone,ADRB2
MOL008206,Moslosooflavone,CHRNA7
MOL010415,"11,13-Eicosadienoic acid, methyl ester",NCOA2
MOL010563,Methyl (Z)-cinnamate,PTGS1
MOL010563,Methyl (Z)-cinnamate,PTGS2
MOL010563,Methyl (Z)-cinnamate,ADRA2A
MOL010563,Methyl (Z)-cinnamate,ADRA2C
MOL010563,Methyl (Z)-cinnamate,SLC6A2
MOL010563,Methyl (Z)-cinnamate,SLC6A3
MOL010563,Methyl (Z)-cinnamate,MAOB
MOL010563,Methyl (Z)-cinnamate,LYZ
MOL010563,Methyl (Z)-cinnamate,TLN (Bacterial TCMSP hit)
MOL011081,Linolenic acid methyl ester,PTGS1
MOL011081,Linolenic acid methyl ester,PTGS2
MOL012240,"2',3',5,7-tetrahydroxyflavone",PTGS1
MOL012240,"2',3',5,7-tetrahydroxyflavone",PTGS2
MOL012240,"2',3',5,7-tetrahydroxyflavone",CA2
MOL012240,"2',3',5,7-tetrahydroxyflavone",PTPN1
MOL012240,"2',3',5,7-tetrahydroxyflavone",DPP4
MOL012240,"2',3',5,7-tetrahydroxyflavone",HSP90AA1 / HSP90AB1
MOL012240,"2',3',5,7-tetrahydroxyflavone",PRSS1
MOL012240,"2',3',5,7-tetrahydroxyflavone",NCOA2
MOL012245,"5,7,4'-trihydroxy-6-methoxyflavanone",PTGS1
MOL012245,"5,7,4'-trihydroxy-6-methoxyflavanone",PTGS2
MOL012245,"5,7,4'-trihydroxy-6-methoxyflavanone",CA2
MOL012245,"5,7,4'-trihydroxy-6-methoxyflavanone",HSP90AA1 / HSP90AB1
MOL012245,"5,7,4'-trihydroxy-6-methoxyflavanone",PRKACA
MOL012245,"5,7,4'-trihydroxy-6-methoxyflavanone",CALM1
MOL012246,"5,7,4'-trihydroxy-8-methoxyflavanone",PTGS1
MOL012246,"5,7,4'-trihydroxy-8-methoxyflavanone",PTGS2
MOL012246,"5,7,4'-trihydroxy-8-methoxyflavanone",CA2
MOL012246,"5,7,4'-trihydroxy-8-methoxyflavanone",HSP90AA1 / HSP90AB1
MOL012246,"5,7,4'-trihydroxy-8-methoxyflavanone",PIK3CG
MOL012246,"5,7,4'-trihydroxy-8-methoxyflavanone",PRKACA
MOL012266,rivularin,NOS2
MOL012266,rivularin,PTGS1
MOL012266,rivularin,F2
MOL012266,rivularin,KCNH2
MOL012266,rivularin,AR
MOL012266,rivularin,SCN5A
MOL012266,rivularin,F10
MOL012266,rivularin,PTGS2
MOL012266,rivularin,NOS3
MOL012266,rivularin,CA2
MOL012266,rivularin,F7
MOL012266,rivularin,KDR
MOL012266,rivularin,RXRA
MOL012266,rivularin,TOP2A
MOL012266,rivularin,ESR2
MOL012266,rivularin,DPP4
MOL012266,rivularin,HSP90AA1 / HSP90AB1
MOL012266,rivularin,PRSS1
MOL012266,rivularin,NCOA2
MOL012266,rivularin,NCOA1
MOL012266,rivularin,KCNMA1
MOL012266,rivularin,CALM1
MOL012267,Scutevulin,NOS2
MOL012267,Scutevulin,PTGS1
MOL012267,Scutevulin,AR
MOL012267,Scutevulin,PTGS2
MOL012267,Scutevulin,CA2
MOL012267,Scutevulin,PTPN1
MOL012267,Scutevulin,DPP4
MOL012267,Scutevulin,PYGM
MOL012267,Scutevulin,MAPK14
MOL012267,Scutevulin,GSK3B
MOL012267,Scutevulin,HSP90AA1 / HSP90AB1
MOL012267,Scutevulin,CDK2
MOL012267,Scutevulin,PIK3CG
MOL012267,Scutevulin,CHEK1
MOL012267,Scutevulin,PRKACA
MOL012267,Scutevulin,PRSS1
MOL012267,Scutevulin,CALM1
MOL013062,BZQ,PTGS1
MOL013062,BZQ,SCN5A
MOL013062,BZQ,PTGS2
MOL013062,BZQ,CA2
MOL013062,BZQ,LTA4H
MOL013062,BZQ,MAOB
